zipcode,score,name,latitude,longitude
27613,0.6577709327,"RALEIGH, NC 27613",35.9,-78.71
27614,0.6975541386,"RALEIGH, NC 27614",35.95,-78.6
27615,0.9292025322,"RALEIGH, NC 27615",35.9,-78.63
27616,0.600290304,"RALEIGH, NC 27616",35.87,-78.55
27617,0.5305278851,"RALEIGH, NC 27617",35.91,-78.78
27703,0.6270437802,"DURHAM, NC 27703",35.96,-78.83
27703,0.5966811226,"DURHAM, NC 27703",35.96,-78.83
27704,0.5466754404,"DURHAM, NC 27704",36.04,-78.86
27705,0.8802048318,"DURHAM, NC 27705",36.02,-78.96
27707,0.9525520041,"DURHAM, NC 27707",35.96,-78.94
27713,1,"DURHAM, NC 27713",35.91,-78.92
27713,0.9501552875,"DURHAM, NC 27713",35.91,-78.92
28025,0.6305159191,"CONCORD, NC 28025",35.4,-80.56
28027,0.5477149635,"CONCORD, NC 28027",35.4,-80.66
28031,0.6137241726,"CORNELIUS, NC 28031",35.47,-80.88
28054,0.6290456104,"GASTONIA, NC 28054",35.26,-81.15
28078,0.9630327872,"HUNTERSVILLE, NC 28078",35.41,-80.86
28079,0.5809934477,"INDIAN TRAIL, NC 28079",35.08,-80.63
28105,0.8543795347,"MATTHEWS, NC 28105",35.12,-80.71
28110,0.6001909781,"MONROE, NC 28110",35.04,-80.56
28173,0.652551356,"WAXHAW, NC 28173",34.95,-80.74
28202,0.7329308273,"CHARLOTTE, NC 28202",35.23,-80.84
28203,0.753038442,"CHARLOTTE, NC 28203",35.21,-80.86
28207,0.713512047,"CHARLOTTE, NC 28207",35.2,-80.83
28209,0.5235045315,"CHARLOTTE, NC 28209",35.18,-80.85
28210,0.7593702313,"CHARLOTTE, NC 28210",35.13,-80.86
28211,0.9203687973,"CHARLOTTE, NC 28211",35.17,-80.79
28217,0.5775995573,"CHARLOTTE, NC 28217",35.17,-80.9
28226,0.7342176316,"CHARLOTTE, NC 28226",35.11,-80.82
28227,0.6818066661,"CHARLOTTE, NC 28227",35.19,-80.66
28262,0.7992414219,"CHARLOTTE, NC 28262",35.33,-80.74
28269,0.6777488023,"CHARLOTTE, NC 28269",35.33,-80.8
28270,0.6486299178,"CHARLOTTE, NC 28270",35.11,-80.76
28277,1,"CHARLOTTE, NC 28277",35.05,-80.82
29732,0.6917551138,"ROCK HILL, SC 29732",34.97,-81.05
30004,0.6750921177,"ALPHARETTA, GA 30004",34.12,-84.29
30005,0.636447534,"ALPHARETTA, GA 30005",34.08,-84.23
30009,0.6011614083,"ALPHARETTA, GA 30009",34.07,-84.3
30022,0.8529826781,"ALPHARETTA, GA 30022",34.03,-84.25
30024,0.7701936273,"SUWANEE, GA 30024",34.05,-84.08
30030,0.5917893454,"DECATUR, GA 30030",33.77,-84.29
30040,0.5358671577,"CUMMING, GA 30040",34.21,-84.17
30041,0.6027729591,"CUMMING, GA 30041",34.19,-84.11
30043,0.7030396656,"LAWRENCEVILLE, GA 30043",34,-84.02
30047,0.5999743542,"LILBURN, GA 30047",33.87,-84.12
30062,0.7032194051,"MARIETTA, GA 30062",33.99,-84.48
30064,0.5520878196,"MARIETTA, GA 30064",33.94,-84.61
30066,0.6334284691,"MARIETTA, GA 30066",34.02,-84.52
30067,0.7282833893,"MARIETTA, GA 30067",33.93,-84.48
30068,0.5889769482,"MARIETTA, GA 30068",33.96,-84.45
30071,0.5354328002,"NORCROSS, GA 30071",33.94,-84.21
30075,0.7274172973,"ROSWELL, GA 30075",34.05,-84.38
30076,0.7106424864,"ROSWELL, GA 30076",34.03,-84.32
30080,0.6423051819,"SMYRNA, GA 30080",33.87,-84.5
30084,0.5811566403,"TUCKER, GA 30084",33.85,-84.22
30092,0.763233221,"NORCROSS, GA 30092",33.97,-84.23
30096,0.6415549048,"DULUTH, GA 30096",33.98,-84.15
30097,0.7429829079,"DULUTH, GA 30097",34.02,-84.15
30101,0.5719761681,"ACWORTH, GA 30101",34.05,-84.69
30114,0.5998405573,"CANTON, GA 30114",34.23,-84.51
30126,0.5458556803,"MABLETON, GA 30126",33.82,-84.55
30135,0.5820750698,"DOUGLASVILLE, GA 30135",33.7,-84.73
30144,0.6477425976,"KENNESAW, GA 30144",34.03,-84.6
30188,0.7560714274,"WOODSTOCK, GA 30188",34.11,-84.48
30214,0.6025666643,"FAYETTEVILLE, GA 30214",33.49,-84.48
30236,0.5233161935,"JONESBORO, GA 30236",33.53,-84.33
30253,0.6642802688,"MCDONOUGH, GA 30253",33.45,-84.18
30263,0.5349261165,"NEWNAN, GA 30263",33.39,-84.82
30265,0.5054138702,"NEWNAN, GA 30265",33.4,-84.72
30269,0.6651984293,"PEACHTREE CITY, GA 30269",33.4,-84.57
30281,0.6923925205,"STOCKBRIDGE, GA 30281",33.55,-84.22
30305,0.8633200881,"ATLANTA, GA 30305",33.83,-84.39
30306,0.5668604486,"ATLANTA, GA 30306",33.79,-84.35
30307,0.531861091,"ATLANTA, GA 30307",33.77,-84.34
30309,0.7991089845,"ATLANTA, GA 30309",33.79,-84.39
30318,0.544326326,"ATLANTA, GA 30318",33.79,-84.44
30319,0.7856849716,"ATLANTA, GA 30319",33.87,-84.34
30324,0.566522668,"ATLANTA, GA 30324",33.82,-84.36
30327,0.7819411859,"ATLANTA, GA 30327",33.86,-84.42
30328,1,"ATLANTA, GA 30328",33.93,-84.38
30338,0.7704193896,"ATLANTA, GA 30338",33.94,-84.32
30339,0.8488997663,"ATLANTA, GA 30339",33.88,-84.47
30341,0.6295096179,"ATLANTA, GA 30341",33.89,-84.29
30342,0.856935982,"ATLANTA, GA 30342",33.88,-84.37
30345,0.5249923508,"ATLANTA, GA 30345",33.85,-84.28
30349,0.5523299825,"ATLANTA, GA 30349",33.61,-84.5
30350,0.7169802893,"ATLANTA, GA 30350",33.98,-84.34
30518,0.5490778536,"BUFORD, GA 30518",34.12,-84.02
32701,0.5705290336,"ALTAMONTE SPRINGS, FL 32701",28.66,-81.37
32703,0.6110853954,"APOPKA, FL 32703",28.66,-81.5
32707,0.5579688147,"CASSELBERRY, FL 32707",28.66,-81.32
32708,0.5072963099,"WINTER SPRINGS, FL 32708",28.68,-81.28
32714,0.7440181213,"ALTAMONTE SPRINGS, FL 32714",28.66,-81.41
32720,0.5294954858,"DELAND, FL 32720",29.02,-81.33
32746,0.9297725133,"LAKE MARY, FL 32746",28.76,-81.34
32750,0.6337646959,"LONGWOOD, FL 32750",28.7,-81.35
32751,1,"MAITLAND, FL 32751",28.63,-81.36
32765,0.7723391129,"OVIEDO, FL 32765",28.65,-81.21
32771,0.6877161289,"SANFORD, FL 32771",28.8,-81.29
32789,0.8679546183,"WINTER PARK, FL 32789",28.6,-81.36
32792,0.6586658302,"WINTER PARK, FL 32792",28.61,-81.3
32801,0.8145588964,"ORLANDO, FL 32801",28.54,-81.37
32803,0.7829552772,"ORLANDO, FL 32803",28.56,-81.35
32804,0.6421192037,"ORLANDO, FL 32804",28.58,-81.39
32806,0.6688427261,"ORLANDO, FL 32806",28.51,-81.36
32808,0.5503543746,"ORLANDO, FL 32808",28.58,-81.44
32809,0.566081403,"ORLANDO, FL 32809",28.46,-81.39
32810,0.6024919835,"ORLANDO, FL 32810",28.62,-81.43
32814,0.5004637586,"ORLANDO, FL 32814",28.57,-81.33
32817,0.6188824408,"ORLANDO, FL 32817",28.59,-81.25
32818,0.5238197274,"ORLANDO, FL 32818",28.58,-81.49
32819,0.8505251042,"ORLANDO, FL 32819",28.46,-81.47
32826,0.5408793525,"ORLANDO, FL 32826",28.59,-81.19
32828,0.5248042599,"ORLANDO, FL 32828",28.53,-81.17
32835,0.6139254324,"ORLANDO, FL 32835",28.52,-81.48
33016,0.5589806944,"HIALEAH, FL 33016",25.89,-80.33
33021,0.7053065956,"HOLLYWOOD, FL 33021",26.02,-80.19
33024,0.5722124237,"HOLLYWOOD, FL 33024",26.02,-80.24
33027,0.6383771139,"HOLLYWOOD, FL 33027",25.98,-80.34
33062,0.6813273721,"POMPANO BEACH, FL 33062",26.24,-80.1
33063,0.6121757589,"POMPANO BEACH, FL 33063",26.25,-80.21
33064,0.6344612767,"POMPANO BEACH, FL 33064",26.28,-80.11
33065,0.6311467101,"POMPANO BEACH, FL 33065",26.27,-80.26
33067,0.5199428965,"POMPANO BEACH, FL 33067",26.3,-80.22
33071,0.5444365734,"POMPANO BEACH, FL 33071",26.24,-80.27
33073,0.50565204,"POMPANO BEACH, FL 33073",26.3,-80.19
33130,0.5116633614,"MIAMI, FL 33130",25.77,-80.2
33131,0.8065300738,"MIAMI, FL 33131",25.77,-80.19
33133,0.662580424,"MIAMI, FL 33133",25.73,-80.24
33134,1,"MIAMI, FL 33134",25.75,-80.27
33137,0.6160558503,"MIAMI, FL 33137",25.82,-80.19
33139,0.7013542312,"MIAMI BEACH, FL 33139",25.78,-80.14
33140,0.5755603863,"MIAMI BEACH, FL 33140",25.82,-80.13
33143,0.6139817894,"MIAMI, FL 33143",25.7,-80.3
33146,0.732454006,"MIAMI, FL 33146",25.72,-80.27
33155,0.5038373606,"MIAMI, FL 33155",25.74,-80.31
33156,0.8439692913,"MIAMI, FL 33156",25.67,-80.31
33157,0.6010917783,"MIAMI, FL 33157",25.61,-80.35
33162,0.5419153183,"MIAMI, FL 33162",25.93,-80.18
33166,0.6095674187,"MIAMI, FL 33166",25.82,-80.3
33173,0.5733317877,"MIAMI, FL 33173",25.7,-80.36
33176,0.6524193793,"MIAMI, FL 33176",25.66,-80.36
33178,0.6047695334,"MIAMI, FL 33178",25.84,-80.38
33180,0.5903378431,"MIAMI, FL 33180",25.96,-80.14
33186,0.6433096143,"MIAMI, FL 33186",25.66,-80.41
33301,0.893563107,"FORT LAUDERDALE, FL 33301",26.12,-80.13
33308,0.8174569257,"FORT LAUDERDALE, FL 33308",26.19,-80.11
33309,0.7513894608,"FORT LAUDERDALE, FL 33309",26.19,-80.17
33312,0.5040706496,"FORT LAUDERDALE, FL 33312",26.09,-80.18
33316,0.6462296216,"FORT LAUDERDALE, FL 33316",26.1,-80.13
33319,0.5107735092,"FORT LAUDERDALE, FL 33319",26.18,-80.22
33323,0.5416889086,"FORT LAUDERDALE, FL 33323",26.16,-80.31
33324,0.9561559405,"FORT LAUDERDALE, FL 33324",26.11,-80.27
33326,0.5286704514,"FORT LAUDERDALE, FL 33326",26.11,-80.37
33331,0.5723028683,"FORT LAUDERDALE, FL 33331",26.05,-80.36
33351,0.5583689502,"FORT LAUDERDALE, FL 33351",26.18,-80.28
33401,0.7594254013,"WEST PALM BEACH, FL 33401",26.71,-80.06
33408,0.7219231658,"NORTH PALM BEACH, FL 33408",26.84,-80.06
33409,0.5913466456,"WEST PALM BEACH, FL 33409",26.71,-80.1
33410,0.7486450307,"PALM BEACH GARDENS, FL 33410",26.84,-80.09
33411,0.5880942439,"WEST PALM BEACH, FL 33411",26.72,-80.22
33414,0.5967648341,"WELLINGTON, FL 33414",26.66,-80.25
33418,0.6802158178,"PALM BEACH GARDENS, FL 33418",26.85,-80.14
33431,0.8605121409,"BOCA RATON, FL 33431",26.38,-80.1
33432,0.6913339468,"BOCA RATON, FL 33432",26.35,-80.08
33433,0.5964246111,"BOCA RATON, FL 33433",26.35,-80.16
33442,0.5114009444,"DEERFIELD BEACH, FL 33442",26.31,-80.14
33445,0.5740696924,"DELRAY BEACH, FL 33445",26.46,-80.11
33446,0.5024643438,"DELRAY BEACH, FL 33446",26.45,-80.16
33458,0.6291744252,"JUPITER, FL 33458",26.92,-80.12
33467,0.6190596931,"LAKE WORTH, FL 33467",26.6,-80.17
33477,0.6632798929,"JUPITER, FL 33477",26.92,-80.08
33480,0.5965614141,"PALM BEACH, FL 33480",26.71,-80.04
33483,0.6544503407,"DELRAY BEACH, FL 33483",26.46,-80.07
33487,0.7023495652,"BOCA RATON, FL 33487",26.41,-80.09
34711,0.6600189238,"CLERMONT, FL 34711",28.54,-81.74
34741,0.5440237657,"KISSIMMEE, FL 34741",28.3,-81.42
34744,0.5180544594,"KISSIMMEE, FL 34744",28.31,-81.36
34748,0.5537490971,"LEESBURG, FL 34748",28.78,-81.88
34761,0.5596879332,"OCOEE, FL 34761",28.58,-81.53
34787,0.5223171805,"WINTER GARDEN, FL 34787",28.52,-81.6
40059,0.6714640448,"PROSPECT, KY 40059",38.35,-85.59
40204,0.5100098147,"LOUISVILLE, KY 40204",38.24,-85.73
40205,0.7003634535,"LOUISVILLE, KY 40205",38.22,-85.69
40206,0.5810319723,"LOUISVILLE, KY 40206",38.26,-85.7
40207,0.889553451,"LOUISVILLE, KY 40207",38.26,-85.65
40216,0.5091975924,"LOUISVILLE, KY 40216",38.19,-85.83
40218,0.5515416939,"LOUISVILLE, KY 40218",38.19,-85.66
40220,0.6951706836,"LOUISVILLE, KY 40220",38.22,-85.62
40222,0.8828209172,"LOUISVILLE, KY 40222",38.26,-85.61
40223,1,"LOUISVILLE, KY 40223",38.26,-85.55
40241,0.9043411537,"LOUISVILLE, KY 40241",38.31,-85.58
40243,0.5673989061,"LOUISVILLE, KY 40243",38.24,-85.54
40245,0.69120591,"LOUISVILLE, KY 40245",38.27,-85.47
40272,0.5729592043,"LOUISVILLE, KY 40272",38.09,-85.86
40291,0.6507676313,"LOUISVILLE, KY 40291",38.14,-85.59
40299,0.9831219006,"LOUISVILLE, KY 40299",38.18,-85.55
40601,0.5619938642,"FRANKFORT, KY 40601",38.2,-84.87
41011,0.6488090337,"COVINGTON, KY 41011",39.07,-84.52
41017,0.9346176001,"FT MITCHELL, KY 41017",39.03,-84.56
41042,0.891042073,"FLORENCE, KY 41042",38.99,-84.65
41071,0.5466573773,"NEWPORT, KY 41071",39.08,-84.49
41076,0.5735454597,"NEWPORT, KY 41076",39.02,-84.44
43015,0.5176537641,"DELAWARE, OH 43015",40.29,-83.07
43016,0.6429638398,"DUBLIN, OH 43016",40.1,-83.15
43017,1,"DUBLIN, OH 43017",40.11,-83.13
43026,0.9467402349,"HILLIARD, OH 43026",40.02,-83.16
43054,0.5376144159,"NEW ALBANY, OH 43054",40.08,-82.82
43065,0.7551714967,"POWELL, OH 43065",40.16,-83.09
43068,0.5489607347,"REYNOLDSBURG, OH 43068",39.96,-82.79
43081,0.936509891,"WESTERVILLE, OH 43081",40.11,-82.9
43082,0.7105381395,"WESTERVILLE, OH 43082",40.15,-82.91
43085,0.6701486961,"COLUMBUS, OH 43085",40.1,-83.02
43123,0.6482661297,"GROVE CITY, OH 43123",39.88,-83.07
43130,0.5823008901,"LANCASTER, OH 43130",39.71,-82.61
43147,0.5430156973,"PICKERINGTON, OH 43147",39.9,-82.76
43204,0.5491185528,"COLUMBUS, OH 43204",39.96,-83.08
43214,0.6825212399,"COLUMBUS, OH 43214",40.05,-83.02
43215,0.8186459506,"COLUMBUS, OH 43215",39.97,-83.01
43220,0.5626065313,"COLUMBUS, OH 43220",40.05,-83.07
43221,0.6308545367,"COLUMBUS, OH 43221",40.03,-83.08
43228,0.5180768316,"COLUMBUS, OH 43228",39.96,-83.13
43229,0.7592083752,"COLUMBUS, OH 43229",40.08,-82.97
43230,0.8168600139,"COLUMBUS, OH 43230",40.04,-82.87
43235,0.7535989902,"COLUMBUS, OH 43235",40.1,-83.05
44011,0.6419310311,"AVON, OH 44011",41.45,-82.02
44023,0.5976354117,"CHAGRIN FALLS, OH 44023",41.39,-81.31
44023,0.594740324,"CHAGRIN FALLS, OH 44023",41.39,-81.31
44024,0.5391815222,"CHARDON, OH 44024",41.58,-81.19
44035,0.7075946752,"ELYRIA, OH 44035",41.37,-82.11
44039,0.5892750342,"NORTH RIDGEVILLE, OH 44039",41.39,-82.01
44060,0.9634109801,"MENTOR, OH 44060",41.68,-81.33
44067,0.5093060129,"NORTHFIELD, OH 44067",41.31,-81.54
44070,0.7626831111,"NORTH OLMSTED, OH 44070",41.42,-81.92
44077,0.733620315,"PAINESVILLE, OH 44077",41.71,-81.24
44087,0.5565072006,"TWINSBURG, OH 44087",41.32,-81.45
44094,0.70398646,"WILLOUGHBY, OH 44094",41.63,-81.4
44095,0.5476246456,"EASTLAKE, OH 44095",41.65,-81.45
44107,0.6067099164,"LAKEWOOD, OH 44107",41.48,-81.8
44111,0.6899279713,"CLEVELAND, OH 44111",41.46,-81.78
44113,0.6331761737,"CLEVELAND, OH 44113",41.49,-81.7
44116,0.5700763215,"ROCKY RIVER, OH 44116",41.47,-81.85
44118,0.8105106317,"CLEVELAND, OH 44118",41.5,-81.56
44122,0.9569332566,"BEACHWOOD, OH 44122",41.47,-81.52
44124,0.8659192886,"CLEVELAND, OH 44124",41.51,-81.47
44125,0.6133450566,"CLEVELAND, OH 44125",41.41,-81.61
44126,0.5490268499,"CLEVELAND, OH 44126",41.44,-81.86
44128,0.5883357627,"CLEVELAND, OH 44128",41.44,-81.55
44130,0.9154246565,"CLEVELAND, OH 44130",41.38,-81.78
44131,0.8876879469,"INDEPENDENCE, OH 44131",41.39,-81.66
44133,0.6082144158,"NORTH ROYALTON, OH 44133",41.32,-81.75
44134,0.6249521512,"CLEVELAND, OH 44134",41.39,-81.7
44135,0.5271467301,"CLEVELAND, OH 44135",41.43,-81.8
44136,0.6654319732,"STRONGSVILLE, OH 44136",41.31,-81.81
44139,0.5168504063,"SOLON, OH 44139",41.38,-81.44
44141,0.5063417421,"BRECKSVILLE, OH 44141",41.3,-81.62
44141,0.503893122,"BRECKSVILLE, OH 44141",41.3,-81.62
44143,0.75848234,"CLEVELAND, OH 44143",41.55,-81.48
44144,0.5608487957,"CLEVELAND, OH 44144",41.44,-81.73
44145,0.8765667997,"WESTLAKE, OH 44145",41.46,-81.93
44146,0.5288661228,"BEDFORD, OH 44146",41.39,-81.53
44147,0.6529949059,"BROADVIEW HEIGHTS, OH 44147",41.32,-81.68
44212,0.5855132855,"BRUNSWICK, OH 44212",41.24,-81.83
44221,0.5077445075,"CUYAHOGA FALLS, OH 44221",41.14,-81.48
44223,0.5251319013,"CUYAHOGA FALLS, OH 44223",41.15,-81.51
44224,0.791698928,"STOW, OH 44224",41.17,-81.44
44236,0.6793153427,"HUDSON, OH 44236",41.25,-81.45
44240,0.5101343533,"KENT, OH 44240",41.15,-81.35
44256,0.8530937246,"MEDINA, OH 44256",41.14,-81.86
44256,0.8530725426,"MEDINA, OH 44256",41.14,-81.86
44313,0.6391735187,"AKRON, OH 44313",41.12,-81.57
44320,0.5315625402,"AKRON, OH 44320",41.08,-81.57
44321,0.5595215929,"AKRON, OH 44321",41.11,-81.65
44321,0.5570489252,"AKRON, OH 44321",41.11,-81.65
44333,1,"AKRON, OH 44333",41.15,-81.62
44333,1,"AKRON, OH 44333",41.15,-81.62
44685,0.5065200408,"UNIONTOWN, OH 44685",40.96,-81.43
44720,0.5864843036,"NORTH CANTON, OH 44720",40.89,-81.42
45005,0.5578113443,"FRANKLIN, OH 45005",39.55,-84.31
45005,0.526560173,"FRANKLIN, OH 45005",39.55,-84.31
45011,0.5817837128,"HAMILTON, OH 45011",39.4,-84.52
45014,0.7373505824,"FAIRFIELD, OH 45014",39.33,-84.55
45030,0.5002784034,"HARRISON, OH 45030",39.26,-84.77
45040,0.964526624,"MASON, OH 45040",39.35,-84.31
45044,0.6699973879,"MIDDLETOWN, OH 45044",39.48,-84.38
45066,0.7304565049,"SPRINGBORO, OH 45066",39.56,-84.22
45066,0.6908545476,"SPRINGBORO, OH 45066",39.56,-84.22
45069,0.8716208126,"WEST CHESTER, OH 45069",39.35,-84.41
45140,0.9148119394,"LOVELAND, OH 45140",39.26,-84.26
45150,0.5347761889,"MILFORD, OH 45150",39.17,-84.25
45202,0.5919892849,"CINCINNATI, OH 45202",39.11,-84.51
45208,0.6110229791,"CINCINNATI, OH 45208",39.14,-84.43
45209,0.5218693558,"CINCINNATI, OH 45209",39.15,-84.43
45211,0.670602847,"CINCINNATI, OH 45211",39.15,-84.6
45227,0.5259485734,"CINCINNATI, OH 45227",39.15,-84.39
45230,0.5064298639,"CINCINNATI, OH 45230",39.08,-84.39
45231,0.5148093556,"CINCINNATI, OH 45231",39.24,-84.55
45236,0.6737726116,"CINCINNATI, OH 45236",39.21,-84.4
45238,0.7252155515,"CINCINNATI, OH 45238",39.11,-84.61
45239,0.5937184368,"CINCINNATI, OH 45239",39.21,-84.57
45240,0.6726661755,"CINCINNATI, OH 45240",39.28,-84.53
45241,0.896192573,"CINCINNATI, OH 45241",39.28,-84.4
45242,1,"CINCINNATI, OH 45242",39.24,-84.36
45244,0.7181903774,"CINCINNATI, OH 45244",39.12,-84.33
45245,0.6260877901,"CINCINNATI, OH 45245",39.07,-84.27
45246,0.7395418004,"CINCINNATI, OH 45246",39.29,-84.47
45247,0.7468392437,"CINCINNATI, OH 45247",39.21,-84.64
45248,0.7453300284,"CINCINNATI, OH 45248",39.16,-84.65
45249,0.6565385527,"CINCINNATI, OH 45249",39.28,-84.33
45251,0.5180390634,"CINCINNATI, OH 45251",39.26,-84.59
45255,0.5510692038,"CINCINNATI, OH 45255",39.06,-84.33
45324,0.6667544593,"FAIRBORN, OH 45324",39.81,-84.02
45342,0.8063436716,"MIAMISBURG, OH 45342",39.63,-84.27
45342,0.7588226155,"MIAMISBURG, OH 45342",39.63,-84.27
45373,0.5287157246,"TROY, OH 45373",40.04,-84.21
45377,0.5838295464,"VANDALIA, OH 45377",39.89,-84.21
45402,0.6182505162,"DAYTON, OH 45402",39.76,-84.21
45414,0.5682637885,"DAYTON, OH 45414",39.82,-84.19
45419,0.5401752555,"DAYTON, OH 45419",39.71,-84.17
45420,0.6633104686,"DAYTON, OH 45420",39.72,-84.14
45424,0.8054323757,"DAYTON, OH 45424",39.84,-84.12
45429,0.8021610624,"DAYTON, OH 45429",39.69,-84.16
45431,0.800890223,"DAYTON, OH 45431",39.77,-84.09
45440,0.6273575017,"DAYTON, OH 45440",39.67,-84.11
45458,0.741664675,"DAYTON, OH 45458",39.61,-84.17
45458,0.7000959259,"DAYTON, OH 45458",39.61,-84.17
45459,1,"DAYTON, OH 45459",39.65,-84.17
46032,1,"CARMEL, IN 46032",39.97,-86.16
46033,0.5059917998,"CARMEL, IN 46033",39.98,-86.09
46037,0.5694678091,"FISHERS, IN 46037",39.96,-85.95
46038,0.6331415665,"FISHERS, IN 46038",39.97,-86.01
46060,0.5545807512,"NOBLESVILLE, IN 46060",40.04,-85.97
46062,0.5337777854,"NOBLESVILLE, IN 46062",40.06,-86.05
46074,0.5314463514,"WESTFIELD, IN 46074",40.03,-86.17
46112,0.5125209236,"BROWNSBURG, IN 46112",39.85,-86.39
46123,0.6553972869,"AVON, IN 46123",39.76,-86.39
46142,0.6686486563,"GREENWOOD, IN 46142",39.62,-86.15
46143,0.6938748163,"GREENWOOD, IN 46143",39.6,-86.13
46202,0.5145307088,"INDIANAPOLIS, IN 46202",39.78,-86.16
46205,0.5256734311,"INDIANAPOLIS, IN 46205",39.82,-86.14
46219,0.7097139211,"INDIANAPOLIS, IN 46219",39.78,-86.05
46220,0.9497783492,"INDIANAPOLIS, IN 46220",39.87,-86.12
46227,0.7179540293,"INDIANAPOLIS, IN 46227",39.68,-86.13
46236,0.5632743029,"INDIANAPOLIS, IN 46236",39.89,-85.96
46237,0.6557977627,"INDIANAPOLIS, IN 46237",39.68,-86.08
46240,0.8422266831,"INDIANAPOLIS, IN 46240",39.9,-86.13
46250,0.9069672138,"INDIANAPOLIS, IN 46250",39.91,-86.07
46254,0.563565912,"INDIANAPOLIS, IN 46254",39.84,-86.26
46256,0.7460295876,"INDIANAPOLIS, IN 46256",39.91,-86.02
46260,0.5298164875,"INDIANAPOLIS, IN 46260",39.9,-86.18
46268,0.5737855524,"INDIANAPOLIS, IN 46268",39.9,-86.23
46278,0.6227677423,"INDIANAPOLIS, IN 46278",39.9,-86.29
46307,0.5918750123,"CROWN POINT, IN 46307",41.42,-87.34
47130,0.6718726852,"JEFFERSONVILLE, IN 47130",38.31,-85.71
47150,0.6166101159,"NEW ALBANY, IN 47150",38.31,-85.83
47201,0.5665271616,"COLUMBUS, IN 47201",39.2,-85.93
51503,0.5435820935,"COUNCIL BLUFFS, IA 51503",41.25,-95.81
53005,1,"BROOKFIELD, WI 53005",43.06,-88.1
53012,0.5547255711,"CEDARBURG, WI 53012",43.3,-88
53022,0.7274852085,"GERMANTOWN, WI 53022",43.22,-88.12
53024,0.6152911665,"GRAFTON, WI 53024",43.32,-87.94
53027,0.5757524862,"HARTFORD, WI 53027",43.32,-88.37
53029,0.5757682994,"HARTLAND, WI 53029",43.13,-88.34
53045,0.9483848388,"BROOKFIELD, WI 53045",43.06,-88.15
53051,0.8823671802,"MENOMONEE FALLS, WI 53051",43.15,-88.11
53066,0.7031150752,"OCONOMOWOC, WI 53066",43.1,-88.49
53072,0.8408475316,"PEWAUKEE, WI 53072",43.08,-88.26
53090,0.5804835011,"WEST BEND, WI 53090",43.45,-88.18
53092,0.8285345427,"THIENSVILLE, WI 53092",43.22,-87.95
53095,0.7745572525,"WEST BEND, WI 53095",43.4,-88.18
53122,0.5975786978,"ELM GROVE, WI 53122",43.05,-88.09
53130,0.6014997971,"HALES CORNERS, WI 53130",42.94,-88.05
53132,0.8709282946,"FRANKLIN, WI 53132",42.9,-88.01
53150,0.5430445545,"MUSKEGO, WI 53150",42.9,-88.12
53151,0.7820330322,"NEW BERLIN, WI 53151",42.98,-88.09
53154,0.63567415,"OAK CREEK, WI 53154",42.88,-87.9
53186,0.8282796272,"WAUKESHA, WI 53186",43.02,-88.21
53188,0.9010581143,"WAUKESHA, WI 53188",43.02,-88.27
53202,0.9651101904,"MILWAUKEE, WI 53202",43.04,-87.9
53204,0.5657457188,"MILWAUKEE, WI 53204",43.02,-87.93
53207,0.6477697739,"MILWAUKEE, WI 53207",42.99,-87.9
53209,0.6725741839,"MILWAUKEE, WI 53209",43.12,-87.95
53211,0.5739642239,"MILWAUKEE, WI 53211",43.08,-87.89
53212,0.6552057855,"MILWAUKEE, WI 53212",43.07,-87.91
53213,0.5305210298,"MILWAUKEE, WI 53213",43.05,-88
53214,0.6903953423,"MILWAUKEE, WI 53214",43.02,-88.01
53216,0.5288350155,"MILWAUKEE, WI 53216",43.09,-87.97
53217,0.8477807612,"MILWAUKEE, WI 53217",43.14,-87.91
53219,0.5333129427,"MILWAUKEE, WI 53219",43,-87.99
53220,0.59493563,"MILWAUKEE, WI 53220",42.97,-87.99
53221,0.5737347702,"MILWAUKEE, WI 53221",42.95,-87.95
53222,0.750308841,"MILWAUKEE, WI 53222",43.08,-88.03
53223,0.9211298611,"MILWAUKEE, WI 53223",43.16,-87.99
53224,0.66450539,"MILWAUKEE, WI 53224",43.16,-88.04
53225,0.5420968521,"MILWAUKEE, WI 53225",43.12,-88.04
53226,0.8152327915,"MILWAUKEE, WI 53226",43.05,-88.04
53227,0.611796353,"MILWAUKEE, WI 53227",43,-88.04
53228,0.5346235533,"MILWAUKEE, WI 53228",42.97,-88.04
54016,0.7077323341,"HUDSON, WI 54016",44.98,-92.72
55016,0.6531247263,"COTTAGE GROVE, MN 55016",44.83,-92.94
55025,0.58490275,"FOREST LAKE, MN 55025",45.27,-92.99
55033,0.6521327327,"HASTINGS, MN 55033",44.73,-92.86
55044,0.7233404181,"LAKEVILLE, MN 55044",44.67,-93.26
55076,0.5218952621,"INVER GROVE HEIGHTS, MN 55076",44.85,-93.04
55082,0.6797626455,"STILLWATER, MN 55082",45.06,-92.83
55101,0.5621898654,"SAINT PAUL, MN 55101",44.95,-93.09
55102,0.5896150291,"SAINT PAUL, MN 55102",44.93,-93.12
55104,0.7539839466,"SAINT PAUL, MN 55104",44.95,-93.16
55109,0.7220410068,"SAINT PAUL, MN 55109",45.01,-93.02
55110,0.8383089196,"SAINT PAUL, MN 55110",45.08,-93.01
55112,0.7016563514,"SAINT PAUL, MN 55112",45.08,-93.2
