zipcode,score,name,latitude,longitude
80246,0.6636315625,"DENVER, CO 80246",39.71,-104.93
80247,0.5114669681,"DENVER, CO 80247",39.7,-104.89
80303,0.5641016273,"BOULDER, CO 80303",40,-105.21
80401,0.8410997759,"GOLDEN, CO 80401",39.74,-105.2
80439,0.7680455202,"EVERGREEN, CO 80439",39.65,-105.38
80516,0.5670395197,"ERIE, CO 80516",40.05,-105.03
80601,0.5742765391,"BRIGHTON, CO 80601",39.97,-104.8
84020,1,"DRAPER, UT 84020",40.51,-111.87
84065,0.5796063158,"RIVERTON, UT 84065",40.5,-111.95
84070,0.544454898,"SANDY, UT 84070",40.58,-111.89
84088,0.5402966075,"WEST JORDAN, UT 84088",40.6,-111.97
84093,0.504568481,"SANDY, UT 84093",40.6,-111.83
84094,0.5465357859,"SANDY, UT 84094",40.57,-111.86
84095,0.7404110623,"SOUTH JORDAN, UT 84095",40.56,-111.97
84102,0.6227271153,"SALT LAKE CITY, UT 84102",40.76,-111.86
84103,0.5469310949,"SALT LAKE CITY, UT 84103",40.78,-111.88
84106,0.6892816399,"SALT LAKE CITY, UT 84106",40.71,-111.86
84107,0.6593409985,"SALT LAKE CITY, UT 84107",40.66,-111.88
84109,0.5149096858,"SALT LAKE CITY, UT 84109",40.71,-111.8
84111,0.5727660178,"SALT LAKE CITY, UT 84111",40.76,-111.88
84117,0.5938138214,"SALT LAKE CITY, UT 84117",40.66,-111.84
84118,0.5590792594,"SALT LAKE CITY, UT 84118",40.65,-112
84119,0.6041787917,"SALT LAKE CITY, UT 84119",40.7,-111.95
84121,0.7282385242,"SALT LAKE CITY, UT 84121",40.62,-111.8
84123,0.6612548388,"SALT LAKE CITY, UT 84123",40.66,-111.92
84124,0.5561633398,"SALT LAKE CITY, UT 84124",40.68,-111.82
85012,0.781731353,"PHOENIX, AZ 85012",33.51,-112.07
85013,0.5527947762,"PHOENIX, AZ 85013",33.51,-112.08
85014,0.5508675106,"PHOENIX, AZ 85014",33.51,-112.06
85016,0.6758073172,"PHOENIX, AZ 85016",33.51,-112.03
85018,0.8514967786,"PHOENIX, AZ 85018",33.5,-111.99
85020,0.7387987787,"PHOENIX, AZ 85020",33.56,-112.06
85021,0.6443279492,"PHOENIX, AZ 85021",33.56,-112.09
85022,0.5335338205,"PHOENIX, AZ 85022",33.63,-112.05
85027,0.5155136525,"PHOENIX, AZ 85027",33.67,-112.11
85028,0.6552391112,"PHOENIX, AZ 85028",33.58,-112.01
85029,0.5633975811,"PHOENIX, AZ 85029",33.6,-112.12
85032,0.7040744087,"PHOENIX, AZ 85032",33.62,-112
85044,0.5934963722,"PHOENIX, AZ 85044",33.33,-111.99
85048,0.6965269142,"PHOENIX, AZ 85048",33.3,-112.02
85050,0.5095048914,"PHOENIX, AZ 85050",33.68,-112
85051,0.5444961556,"PHOENIX, AZ 85051",33.56,-112.13
85086,0.7044959713,"PHOENIX, AZ 85086",33.84,-112.12
85201,0.5019437184,"MESA, AZ 85201",33.43,-111.85
85202,0.6896095258,"MESA, AZ 85202",33.38,-111.88
85203,0.5132574663,"MESA, AZ 85203",33.44,-111.8
85204,0.6634889438,"MESA, AZ 85204",33.4,-111.78
85205,0.5491765559,"MESA, AZ 85205",33.43,-111.72
85206,0.6124075406,"MESA, AZ 85206",33.4,-111.72
85210,0.6869703655,"MESA, AZ 85210",33.39,-111.84
85224,0.753182142,"CHANDLER, AZ 85224",33.33,-111.87
85225,0.7214427903,"CHANDLER, AZ 85225",33.32,-111.83
85226,0.5248376497,"CHANDLER, AZ 85226",33.3,-111.94
85233,0.6934367711,"GILBERT, AZ 85233",33.35,-111.81
85234,0.7275962915,"GILBERT, AZ 85234",33.36,-111.74
85248,0.6909487492,"CHANDLER, AZ 85248",33.22,-111.86
85250,0.5094054423,"SCOTTSDALE, AZ 85250",33.52,-111.9
85251,0.7976282217,"SCOTTSDALE, AZ 85251",33.49,-111.92
85253,0.8618668422,"PARADISE VALLEY, AZ 85253",33.54,-111.96
85254,0.9229462579,"SCOTTSDALE, AZ 85254",33.62,-111.95
85255,0.8564877743,"SCOTTSDALE, AZ 85255",33.68,-111.87
85258,0.9189732035,"SCOTTSDALE, AZ 85258",33.57,-111.89
85259,0.5604523777,"SCOTTSDALE, AZ 85259",33.59,-111.82
85260,1,"SCOTTSDALE, AZ 85260",33.61,-111.88
85281,0.7363503324,"TEMPE, AZ 85281",33.43,-111.93
85282,0.8471336555,"TEMPE, AZ 85282",33.39,-111.93
85283,0.5527285148,"TEMPE, AZ 85283",33.37,-111.93
85284,0.6546195788,"TEMPE, AZ 85284",33.34,-111.93
85296,0.6731066166,"GILBERT, AZ 85296",33.33,-111.74
85297,0.5108009168,"GILBERT, AZ 85297",33.28,-111.73
85302,0.5567149595,"GLENDALE, AZ 85302",33.57,-112.18
85306,0.6158690147,"GLENDALE, AZ 85306",33.62,-112.18
85308,0.8468068802,"GLENDALE, AZ 85308",33.66,-112.18
85374,0.6452281029,"SURPRISE, AZ 85374",33.64,-112.38
85375,0.6523081058,"SUN CITY WEST, AZ 85375",33.67,-112.36
85381,0.5425325828,"PEORIA, AZ 85381",33.61,-112.23
85382,0.5565102547,"PEORIA, AZ 85382",33.65,-112.25
85704,0.9511621722,"TUCSON, AZ 85704",32.33,-110.99
85705,0.7301981679,"TUCSON, AZ 85705",32.26,-110.99
85705,0.5578922745,"TUCSON, AZ 85705",32.26,-110.99
85706,0.5184034095,"TUCSON, AZ 85706",32.15,-110.94
85710,0.9872044905,"TUCSON, AZ 85710",32.21,-110.83
85711,0.940555775,"TUCSON, AZ 85711",32.22,-110.89
85712,0.9189395937,"TUCSON, AZ 85712",32.25,-110.89
85713,0.5561307148,"TUCSON, AZ 85713",32.19,-110.98
85715,1,"TUCSON, AZ 85715",32.25,-110.83
85716,0.7825006051,"TUCSON, AZ 85716",32.24,-110.92
85718,0.9961977633,"TUCSON, AZ 85718",32.31,-110.92
85719,0.9753270612,"TUCSON, AZ 85719",32.24,-110.95
85730,0.6765101247,"TUCSON, AZ 85730",32.18,-110.81
85737,0.8373350724,"TUCSON, AZ 85737",32.41,-110.98
85737,0.6360320736,"TUCSON, AZ 85737",32.41,-110.98
85741,0.8535519302,"TUCSON, AZ 85741",32.33,-111.04
85742,0.7646916899,"TUCSON, AZ 85742",32.38,-111.05
85743,0.6850326645,"TUCSON, AZ 85743",32.34,-111.15
85745,0.7374220513,"TUCSON, AZ 85745",32.24,-111.02
85749,0.5679012596,"TUCSON, AZ 85749",32.28,-110.77
85750,0.5888847007,"TUCSON, AZ 85750",32.29,-110.84
85755,0.5512109406,"TUCSON, AZ 85755",32.45,-110.98
89012,0.553132562,"HENDERSON, NV 89012",36.02,-115.05
89014,0.6383216492,"HENDERSON, NV 89014",36.06,-115.06
89015,0.5734746294,"HENDERSON, NV 89015",36.03,-114.97
89031,0.6205191536,"NORTH LAS VEGAS, NV 89031",36.26,-115.17
89032,0.5074440623,"NORTH LAS VEGAS, NV 89032",36.23,-115.17
89052,1,"HENDERSON, NV 89052",35.98,-115.1
89074,0.7820396357,"HENDERSON, NV 89074",36.04,-115.08
89084,0.5788800423,"NORTH LAS VEGAS, NV 89084",36.29,-115.18
89102,0.52273618,"LAS VEGAS, NV 89102",36.15,-115.18
89103,0.538325378,"LAS VEGAS, NV 89103",36.11,-115.22
89104,0.5228204729,"LAS VEGAS, NV 89104",36.15,-115.11
89108,0.548379813,"LAS VEGAS, NV 89108",36.21,-115.22
89113,0.7225594948,"LAS VEGAS, NV 89113",36.06,-115.26
89117,0.8271343337,"LAS VEGAS, NV 89117",36.14,-115.28
89118,0.7340265907,"LAS VEGAS, NV 89118",36.08,-115.21
89119,0.5002270469,"LAS VEGAS, NV 89119",36.08,-115.14
89120,0.6709781043,"LAS VEGAS, NV 89120",36.08,-115.09
89121,0.6562083433,"LAS VEGAS, NV 89121",36.12,-115.09
89123,0.6205941847,"LAS VEGAS, NV 89123",36.03,-115.15
89128,0.7082466651,"LAS VEGAS, NV 89128",36.19,-115.27
89129,0.6547656368,"LAS VEGAS, NV 89129",36.23,-115.29
89130,0.5772069105,"LAS VEGAS, NV 89130",36.26,-115.23
89134,0.5564005707,"LAS VEGAS, NV 89134",36.2,-115.31
89135,0.7148689129,"LAS VEGAS, NV 89135",36.12,-115.33
89139,0.5277810966,"LAS VEGAS, NV 89139",36.04,-115.21
89144,0.537910801,"LAS VEGAS, NV 89144",36.18,-115.33
89145,0.5988260622,"LAS VEGAS, NV 89145",36.17,-115.27
89146,0.6926982212,"LAS VEGAS, NV 89146",36.14,-115.22
89147,0.7360518973,"LAS VEGAS, NV 89147",36.11,-115.28
89148,0.7592943092,"LAS VEGAS, NV 89148",36.06,-115.29
89149,0.6219625255,"LAS VEGAS, NV 89149",36.28,-115.29
89178,0.5301657539,"LAS VEGAS, NV 89178",36.01,-115.28
90024,0.7767546078,"LOS ANGELES, CA 90024",34.06,-118.44
90025,0.7392802933,"LOS ANGELES, CA 90025",34.05,-118.45
90027,0.5093226254,"LOS ANGELES, CA 90027",34.11,-118.29
90035,0.6811155252,"LOS ANGELES, CA 90035",34.05,-118.38
90036,0.8380941191,"LOS ANGELES, CA 90036",34.07,-118.35
90045,0.788985179,"LOS ANGELES, CA 90045",33.96,-118.4
90046,0.5169569583,"LOS ANGELES, CA 90046",34.1,-118.36
90048,0.6879597143,"LOS ANGELES, CA 90048",34.07,-118.37
90049,0.6084745554,"LOS ANGELES, CA 90049",34.07,-118.48
90064,0.7236229534,"LOS ANGELES, CA 90064",34.03,-118.43
90066,0.5443118235,"LOS ANGELES, CA 90066",34,-118.43
90068,0.5222502032,"LOS ANGELES, CA 90068",34.12,-118.34
90069,0.7339770799,"WEST HOLLYWOOD, CA 90069",34.09,-118.38
90210,1,"BEVERLY HILLS, CA 90210",34.08,-118.41
90211,0.5555678167,"BEVERLY HILLS, CA 90211",34.07,-118.38
90212,0.5941706102,"BEVERLY HILLS, CA 90212",34.06,-118.4
90265,0.6441128247,"MALIBU, CA 90265",34.05,-118.82
90266,0.5347825612,"MANHATTAN BEACH, CA 90266",33.89,-118.4
90272,0.5513179914,"PACIFIC PALISADES, CA 90272",34.05,-118.53
90292,0.5968812108,"MARINA DEL REY, CA 90292",33.98,-118.46
90404,0.5247921889,"SANTA MONICA, CA 90404",34.03,-118.47
90503,0.5686314108,"TORRANCE, CA 90503",33.84,-118.35
90505,0.6764523017,"TORRANCE, CA 90505",33.81,-118.35
90630,0.5293094602,"CYPRESS, CA 90630",33.82,-118.04
90631,0.5797869149,"LA HABRA, CA 90631",33.94,-117.95
90712,0.5118007317,"LAKEWOOD, CA 90712",33.85,-118.15
91001,0.5208788912,"ALTADENA, CA 91001",34.19,-118.14
91016,0.5377278633,"MONROVIA, CA 91016",34.14,-118
91101,0.5037420975,"PASADENA, CA 91101",34.15,-118.14
91105,0.7191646863,"PASADENA, CA 91105",34.14,-118.16
91106,0.6391775754,"PASADENA, CA 91106",34.14,-118.13
91107,0.7094052969,"PASADENA, CA 91107",34.15,-118.09
91301,0.5566787896,"AGOURA HILLS, CA 91301",34.14,-118.76
91302,0.5880310589,"CALABASAS, CA 91302",34.13,-118.67
91304,0.5876409638,"CANOGA PARK, CA 91304",34.22,-118.62
91307,0.5265609996,"WEST HILLS, CA 91307",34.2,-118.64
91311,0.8873161638,"CHATSWORTH, CA 91311",34.26,-118.6
91311,0.6099407459,"CHATSWORTH, CA 91311",34.26,-118.6
91316,0.5934607096,"ENCINO, CA 91316",34.17,-118.52
91320,0.7252922805,"NEWBURY PARK, CA 91320",34.18,-118.94
91355,0.535633939,"VALENCIA, CA 91355",34.41,-118.57
91356,0.6219002461,"TARZANA, CA 91356",34.16,-118.54
91360,0.8639250891,"THOUSAND OAKS, CA 91360",34.21,-118.88
91361,0.7301874025,"WESTLAKE VILLAGE, CA 91361",34.14,-118.85
91361,0.5044708584,"WESTLAKE VILLAGE, CA 91361",34.14,-118.85
91362,1,"THOUSAND OAKS, CA 91362",34.18,-118.82
91362,0.6901159022,"THOUSAND OAKS, CA 91362",34.18,-118.82
91364,0.6353903384,"WOODLAND HILLS, CA 91364",34.16,-118.6
91367,0.6909336863,"WOODLAND HILLS, CA 91367",34.18,-118.62
91403,0.6333229518,"SHERMAN OAKS, CA 91403",34.15,-118.46
91423,0.5202452034,"SHERMAN OAKS, CA 91423",34.15,-118.43
91436,0.7409121192,"ENCINO, CA 91436",34.16,-118.49
91604,0.6099962985,"STUDIO CITY, CA 91604",34.14,-118.39
91765,0.5186079371,"DIAMOND BAR, CA 91765",34,-117.82
91773,0.5340678764,"SAN DIMAS, CA 91773",34.1,-117.81
91910,0.6126410614,"CHULA VISTA, CA 91910",32.64,-117.06
91941,0.5360759626,"LA MESA, CA 91941",32.76,-117
92008,0.7064415477,"CARLSBAD, CA 92008",33.16,-117.33
92009,0.6787301061,"CARLSBAD, CA 92009",33.1,-117.25
92011,0.6149026104,"CARLSBAD, CA 92011",33.11,-117.3
92014,0.6656597923,"DEL MAR, CA 92014",32.96,-117.26
92020,0.5467306054,"EL CAJON, CA 92020",32.79,-116.97
92024,0.7623658921,"ENCINITAS, CA 92024",33.05,-117.27
92025,0.7096004545,"ESCONDIDO, CA 92025",33.11,-117.07
92037,1,"LA JOLLA, CA 92037",32.84,-117.26
92054,0.5311334664,"OCEANSIDE, CA 92054",33.2,-117.37
92056,0.5978512033,"OCEANSIDE, CA 92056",33.2,-117.28
92064,0.6532982002,"POWAY, CA 92064",32.97,-117.04
92069,0.5523984066,"SAN MARCOS, CA 92069",33.16,-117.16
92071,0.5205314333,"SANTEE, CA 92071",32.85,-116.99
92078,0.59005139,"SAN MARCOS, CA 92078",33.13,-117.19
92081,0.6253717753,"VISTA, CA 92081",33.17,-117.24
92084,0.5421391063,"VISTA, CA 92084",33.22,-117.21
92101,0.6217080945,"SAN DIEGO, CA 92101",32.72,-117.16
92103,0.7018426063,"SAN DIEGO, CA 92103",32.75,-117.17
92106,0.6342227987,"SAN DIEGO, CA 92106",32.72,-117.23
92108,0.8216981472,"SAN DIEGO, CA 92108",32.77,-117.14
92110,0.5906846905,"SAN DIEGO, CA 92110",32.77,-117.2
92111,0.5663875527,"SAN DIEGO, CA 92111",32.8,-117.17
92117,0.6154416119,"SAN DIEGO, CA 92117",32.82,-117.2
92120,0.6594615878,"SAN DIEGO, CA 92120",32.79,-117.07
92121,0.932611768,"SAN DIEGO, CA 92121",32.9,-117.21
92122,0.767348757,"SAN DIEGO, CA 92122",32.86,-117.19
92123,0.9283257637,"SAN DIEGO, CA 92123",32.81,-117.14
92126,0.7590072227,"SAN DIEGO, CA 92126",32.91,-117.14
92127,0.7057187647,"SAN DIEGO, CA 92127",33.01,-117.12
92128,0.6428912777,"SAN DIEGO, CA 92128",33,-117.07
92130,0.9068312793,"SAN DIEGO, CA 92130",32.95,-117.21
92131,0.597918548,"SAN DIEGO, CA 92131",32.91,-117.09
92612,0.5666153176,"IRVINE, CA 92612",33.66,-117.83
92614,0.616444946,"IRVINE, CA 92614",33.68,-117.83
92626,0.7423037132,"COSTA MESA, CA 92626",33.68,-117.91
92630,0.629171552,"LAKE FOREST, CA 92630",33.64,-117.69
92648,0.6194354214,"HUNTINGTON BEACH, CA 92648",33.68,-118
92653,0.6288138457,"LAGUNA HILLS, CA 92653",33.6,-117.7
92656,0.6441262929,"ALISO VIEJO, CA 92656",33.58,-117.73
92660,0.9448053392,"NEWPORT BEACH, CA 92660",33.63,-117.87
92672,0.6004612739,"SAN CLEMENTE, CA 92672",33.43,-117.61
92673,0.593718304,"SAN CLEMENTE, CA 92673",33.46,-117.62
92677,0.5523378075,"LAGUNA NIGUEL, CA 92677",33.54,-117.7
92683,0.5169925382,"WESTMINSTER, CA 92683",33.75,-117.99
92688,0.5229732021,"RANCHO SANTA MARGARITA, CA 92688",33.63,-117.61
92691,0.7128155426,"MISSION VIEJO, CA 92691",33.61,-117.67
92692,0.5457278174,"MISSION VIEJO, CA 92692",33.61,-117.64
92705,0.7067954596,"SANTA ANA, CA 92705",33.75,-117.83
92708,0.5618852266,"FOUNTAIN VALLEY, CA 92708",33.71,-117.95
92780,0.5587308624,"TUSTIN, CA 92780",33.73,-117.82
92806,0.5452830575,"ANAHEIM, CA 92806",33.84,-117.88
92807,0.5780869484,"ANAHEIM, CA 92807",33.85,-117.79
92821,0.636423262,"BREA, CA 92821",33.92,-117.89
92867,0.5373247767,"ORANGE, CA 92867",33.81,-117.83
92870,0.5297985167,"PLACENTIA, CA 92870",33.88,-117.86
92886,0.5650125832,"YORBA LINDA, CA 92886",33.89,-117.8
93003,0.8431437195,"VENTURA, CA 93003",34.27,-119.22
93010,0.8568454025,"CAMARILLO, CA 93010",34.23,-119.05
93012,0.8557523443,"CAMARILLO, CA 93012",34.22,-118.99
93021,0.6485992281,"MOORPARK, CA 93021",34.29,-118.88
93030,0.7045169707,"OXNARD, CA 93030",34.21,-119.17
93036,0.7873921989,"OXNARD, CA 93036",34.23,-119.18
93063,0.7680831641,"SIMI VALLEY, CA 93063",34.28,-118.7
93065,0.9959093624,"SIMI VALLEY, CA 93065",34.27,-118.77
93551,0.5875828835,"PALMDALE, CA 93551",34.6,-118.19
94010,0.7437141767,"BURLINGAME, CA 94010",37.57,-122.36
94014,0.5114378769,"DALY CITY, CA 94014",37.7,-122.45
94015,0.7392066493,"DALY CITY, CA 94015",37.68,-122.48
94022,0.6601245987,"LOS ALTOS, CA 94022",37.38,-122.13
94025,0.9218467452,"MENLO PARK, CA 94025",37.45,-122.18
94027,0.606883747,"ATHERTON, CA 94027",37.46,-122.2
94040,0.6570098958,"MOUNTAIN VIEW, CA 94040",37.38,-122.09
94041,0.6757350702,"MOUNTAIN VIEW, CA 94041",37.39,-122.08
94043,0.9461590727,"MOUNTAIN VIEW, CA 94043",37.41,-122.07
94044,0.6374679546,"PACIFICA, CA 94044",37.62,-122.49
94061,0.5848109479,"REDWOOD CITY, CA 94061",37.46,-122.23
94062,0.5344411809,"REDWOOD CITY, CA 94062",37.45,-122.27
94065,0.8030220988,"REDWOOD CITY, CA 94065",37.53,-122.25
94066,0.7054626187,"SAN BRUNO, CA 94066",37.63,-122.43
94070,0.5815091458,"SAN CARLOS, CA 94070",37.5,-122.27
94080,0.9038754789,"SOUTH SAN FRANCISCO, CA 94080",37.66,-122.43
94085,0.6802299757,"SUNNYVALE, CA 94085",37.39,-122.02
94086,0.9137458059,"SUNNYVALE, CA 94086",37.37,-122.03
94087,0.6599038213,"SUNNYVALE, CA 94087",37.35,-122.04
94102,0.5171826771,"SAN FRANCISCO, CA 94102",37.78,-122.42
94103,0.6088293927,"SAN FRANCISCO, CA 94103",37.77,-122.41
94107,1,"SAN FRANCISCO, CA 94107",37.77,-122.4
94108,0.5163802251,"SAN FRANCISCO, CA 94108",37.79,-122.41
94109,0.9378287471,"SAN FRANCISCO, CA 94109",37.79,-122.42
94110,0.8182375313,"SAN FRANCISCO, CA 94110",37.75,-122.42
94111,0.6872130535,"SAN FRANCISCO, CA 94111",37.8,-122.4
94114,0.5429562646,"SAN FRANCISCO, CA 94114",37.76,-122.44
94115,0.7055162403,"SAN FRANCISCO, CA 94115",37.79,-122.44
94117,0.5485333606,"SAN FRANCISCO, CA 94117",37.77,-122.44
94118,0.5997928272,"SAN FRANCISCO, CA 94118",37.78,-122.46
94123,0.7268267615,"SAN FRANCISCO, CA 94123",37.8,-122.44
94132,0.5457333567,"SAN FRANCISCO, CA 94132",37.72,-122.48
94133,0.6177042535,"SAN FRANCISCO, CA 94133",37.8,-122.41
94134,0.5011047397,"SAN FRANCISCO, CA 94134",37.72,-122.41
94301,0.7015254508,"PALO ALTO, CA 94301",37.44,-122.15
94303,0.6683946281,"PALO ALTO, CA 94303",37.45,-122.13
94303,0.59469573,"PALO ALTO, CA 94303",37.45,-122.13
94306,0.7401177321,"PALO ALTO, CA 94306",37.42,-122.13
94401,0.5706483756,"SAN MATEO, CA 94401",37.57,-122.32
94402,0.9696624347,"SAN MATEO, CA 94402",37.55,-122.33
94403,0.9131418828,"SAN MATEO, CA 94403",37.54,-122.3
94404,0.8184506547,"SAN MATEO, CA 94404",37.55,-122.27
94501,0.7213281378,"ALAMEDA, CA 94501",37.77,-122.26
94502,0.5498576178,"ALAMEDA, CA 94502",37.74,-122.24
94509,0.5969656358,"ANTIOCH, CA 94509",38,-121.81
94513,0.5836963805,"BRENTWOOD, CA 94513",37.93,-121.69
94520,0.5654317017,"CONCORD, CA 94520",37.99,-122.04
94521,0.5720617788,"CONCORD, CA 94521",37.95,-121.97
94523,0.5918290406,"PLEASANT HILL, CA 94523",37.95,-122.07
94526,0.5200185866,"DANVILLE, CA 94526",37.81,-121.99
94530,0.6161349783,"EL CERRITO, CA 94530",37.92,-122.3
94536,0.5323201184,"FREMONT, CA 94536",37.56,-122
94538,0.7693360892,"FREMONT, CA 94538",37.53,-121.97
94539,0.7196889037,"FREMONT, CA 94539",37.52,-121.93
94541,0.6087341335,"HAYWARD, CA 94541",37.68,-122.09
94544,0.5425660935,"HAYWARD, CA 94544",37.64,-122.07
94545,0.6596005161,"HAYWARD, CA 94545",37.64,-122.11
94546,0.5757006857,"CASTRO VALLEY, CA 94546",37.7,-122.08
94547,0.5325527169,"HERCULES, CA 94547",38.01,-122.26
94549,0.5830714614,"LAFAYETTE, CA 94549",37.9,-122.11
94550,0.8846706272,"LIVERMORE, CA 94550",37.65,-121.73
94550,0.7883345064,"LIVERMORE, CA 94550",37.65,-121.73
94551,0.6717674636,"LIVERMORE, CA 94551",37.71,-121.76
94553,0.5832408946,"MARTINEZ, CA 94553",38,-122.12
94560,0.5158422334,"NEWARK, CA 94560",37.54,-122.03
94564,0.5446638042,"PINOLE, CA 94564",38,-122.29
94565,0.5515012875,"PITTSBURG, CA 94565",38.02,-121.91
94566,0.6539420775,"PLEASANTON, CA 94566",37.66,-121.87
94568,0.7206279488,"DUBLIN, CA 94568",37.71,-121.91
94577,0.8113537653,"SAN LEANDRO, CA 94577",37.72,-122.16
94583,0.7470790723,"SAN RAMON, CA 94583",37.75,-121.96
94587,0.556054138,"UNION CITY, CA 94587",37.59,-122.05
94588,0.6959685643,"PLEASANTON, CA 94588",37.69,-121.89
94596,0.7828643336,"WALNUT CREEK, CA 94596",37.89,-122.05
94597,0.6119302396,"WALNUT CREEK, CA 94597",37.92,-122.07
94598,0.7270311531,"WALNUT CREEK, CA 94598",37.92,-122.02
94607,0.5223783547,"OAKLAND, CA 94607",37.81,-122.29
94610,0.6624597503,"OAKLAND, CA 94610",37.81,-122.24
94611,0.5425398322,"OAKLAND, CA 94611",37.83,-122.23
94612,0.5079204278,"OAKLAND, CA 94612",37.81,-122.27
94705,0.5844841265,"BERKELEY, CA 94705",37.86,-122.25
94707,0.5776834404,"BERKELEY, CA 94707",37.89,-122.28
94803,0.5847514389,"EL SOBRANTE, CA 94803",37.97,-122.29
94806,0.6211236072,"SAN PABLO, CA 94806",37.97,-122.34
94901,0.8220831002,"SAN RAFAEL, CA 94901",37.97,-122.51
94903,0.6420922912,"SAN RAFAEL, CA 94903",38.02,-122.55
94939,0.583990992,"LARKSPUR, CA 94939",37.94,-122.53
94941,0.6860387863,"MILL VALLEY, CA 94941",37.9,-122.54
94945,0.6156056956,"NOVATO, CA 94945",38.12,-122.56
94947,0.5161532633,"NOVATO, CA 94947",38.1,-122.59
94949,0.6781390758,"NOVATO, CA 94949",38.06,-122.54
94952,0.6187054528,"PETALUMA, CA 94952",38.24,-122.69
94965,0.5574841231,"SAUSALITO, CA 94965",37.86,-122.5
95008,0.9582806227,"CAMPBELL, CA 95008",37.28,-121.96
95014,0.7940090972,"CUPERTINO, CA 95014",37.32,-122.04
95020,0.9587601002,"GILROY, CA 95020",37.01,-121.57
95023,0.5125556231,"HOLLISTER, CA 95023",36.85,-121.38
95030,0.5147552546,"LOS GATOS, CA 95030",37.23,-121.98
95032,0.7926875118,"LOS GATOS, CA 95032",37.24,-121.95
95035,1,"MILPITAS, CA 95035",37.44,-121.89
95037,0.9479182669,"MORGAN HILL, CA 95037",37.14,-121.66
95050,0.6029345265,"SANTA CLARA, CA 95050",37.35,-121.95
95051,0.779373526,"SANTA CLARA, CA 95051",37.35,-121.98
95054,0.9045791356,"SANTA CLARA, CA 95054",37.39,-121.96
95070,0.6293292447,"SARATOGA, CA 95070",37.27,-122.02
95076,0.7140310163,"WATSONVILLE, CA 95076",36.93,-121.77
95110,0.6152056961,"SAN JOSE, CA 95110",37.34,-121.9
95112,0.6962199114,"SAN JOSE, CA 95112",37.35,-121.88
95118,0.6591063703,"SAN JOSE, CA 95118",37.26,-121.89
95120,0.6120379183,"SAN JOSE, CA 95120",37.21,-121.85
95123,0.7500876334,"SAN JOSE, CA 95123",37.24,-121.83
95124,0.7096813618,"SAN JOSE, CA 95124",37.26,-121.92
95125,0.9338612904,"SAN JOSE, CA 95125",37.29,-121.9
95126,0.7024509999,"SAN JOSE, CA 95126",37.33,-121.92
95127,0.5299612066,"SAN JOSE, CA 95127",37.37,-121.82
95128,0.7082306873,"SAN JOSE, CA 95128",37.32,-121.94
95129,0.6779160757,"SAN JOSE, CA 95129",37.31,-122
95131,0.9036389049,"SAN JOSE, CA 95131",37.39,-121.89
95134,0.6094839549,"SAN JOSE, CA 95134",37.41,-121.94
95138,0.6469950671,"SAN JOSE, CA 95138",37.25,-121.77
95603,0.6397282476,"AUBURN, CA 95603",38.91,-121.08
95608,0.7078764387,"CARMICHAEL, CA 95608",38.63,-121.33
95610,0.545417079,"CITRUS HEIGHTS, CA 95610",38.7,-121.27
95618,0.5913049586,"DAVIS, CA 95618",38.54,-121.71
95624,0.672426575,"ELK GROVE, CA 95624",38.42,-121.36
95628,0.5726396622,"FAIR OAKS, CA 95628",38.65,-121.26
95630,1,"FOLSOM, CA 95630",38.67,-121.15
95661,0.9385095155,"ROSEVILLE, CA 95661",38.74,-121.25
95670,0.810575239,"RANCHO CORDOVA, CA 95670",38.6,-121.28
95677,0.5341652861,"ROCKLIN, CA 95677",38.79,-121.24
95678,0.6939319651,"ROSEVILLE, CA 95678",38.76,-121.29
95691,0.568011956,"WEST SACRAMENTO, CA 95691",38.57,-121.55
95742,0.5125009699,"RANCHO CORDOVA, CA 95742",38.59,-121.21
95747,0.5418658276,"ROSEVILLE, CA 95747",38.77,-121.34
95758,0.7531555278,"ELK GROVE, CA 95758",38.43,-121.44
95762,0.6753372646,"EL DORADO HILLS, CA 95762",38.68,-121.06
95765,0.6480744695,"ROCKLIN, CA 95765",38.81,-121.27
95815,0.5054771515,"SACRAMENTO, CA 95815",38.61,-121.45
95821,0.5704835754,"SACRAMENTO, CA 95821",38.63,-121.38
95823,0.507907886,"SACRAMENTO, CA 95823",38.48,-121.44
95825,0.6563409331,"SACRAMENTO, CA 95825",38.59,-121.4
95826,0.6651854464,"SACRAMENTO, CA 95826",38.55,-121.38
95833,0.5478568929,"SACRAMENTO, CA 95833",38.62,-121.5
95834,0.6348931726,"SACRAMENTO, CA 95834",38.64,-121.51
95864,0.5196868081,"SACRAMENTO, CA 95864",38.59,-121.38
97005,0.6885819187,"BEAVERTON, OR 97005",45.49,-122.8
97006,0.8144777341,"BEAVERTON, OR 97006",45.52,-122.86
97007,0.7999421213,"BEAVERTON, OR 97007",45.47,-122.86
97008,0.6329183573,"BEAVERTON, OR 97008",45.46,-122.8
97015,0.542196377,"CLACKAMAS, OR 97015",45.42,-122.54
97030,0.7154763351,"GRESHAM, OR 97030",45.51,-122.43
97034,0.7578471525,"LAKE OSWEGO, OR 97034",45.41,-122.68
97035,0.7302701076,"LAKE OSWEGO, OR 97035",45.41,-122.73
97045,0.7036543748,"OREGON CITY, OR 97045",45.34,-122.58
97062,0.5197835895,"TUALATIN, OR 97062",45.37,-122.77
